start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.300000,0.410000,22_MBP,dominica,1.0,0,0,0
0.410000,0.470000,03_Ee,dominica,1.0,0,0,0
0.860000,0.970000,07_Aa,has,1.0,1,0,0
1.310000,1.400000,07_Aa,stunning,1.0,2,0,0
1.570000,1.680000,12_Ww-Oo-,waterfalls,1.0,3,0,0
1.680000,1.800000,09_Oh,waterfalls,1.0,3,0,0
1.900000,2.010000,20_FV,waterfalls,1.0,3,0,0
2.010000,2.150000,09_Oh,waterfalls,1.0,3,0,0
2.280000,2.340000,07_Aa,and,1.0,4,0,0
2.560000,2.660000,07_Aa,tropical,1.0,5,0,0
2.660000,2.730000,22_MBP,tropical,1.0,5,0,0
3.050000,3.150000,05_Ay,rainforests,1.0,6,0,0
3.230000,3.320000,20_FV,rainforests,1.0,6,0,0
3.320000,3.400000,09_Oh,rainforests,1.0,6,0,0
4.530000,4.670000,12_Ww-Oo-,want,1.0,7,1,1
4.670000,4.740000,07_Aa,want,1.0,7,1,1
4.800000,4.840000,07_Aa,a,1.0,8,1,1
4.840000,4.930000,22_MBP,break,1.0,9,1,1
5.020000,5.100000,06_Eh,break,1.0,9,1,1
5.170000,5.230000,20_FV,from,1.0,10,1,1
5.290000,5.350000,07_Aa,from,1.0,10,1,1
5.290000,5.350000,22_MBP,from,1.0,10,1,1
5.350000,5.450000,14_ChJjSh,geography,1.0,11,1,1
5.450000,5.500000,03_Ee,geography,1.0,11,1,1
5.500000,5.650000,07_Aa,geography,1.0,11,1,1
5.780000,5.860000,20_FV,geography,1.0,11,1,1
5.860000,6.040000,03_Ee,geography,1.0,11,1,1
