word_index,word,start,end,speech_region_index,phrase_index,sentence_index
0,queuing,0.120000,0.380000,0,-1,-1
1,politely,0.380000,1.000000,0,-1,-1
2,saying,1.070000,1.480000,0,-1,-1
3,please,1.480000,1.850000,0,-1,-1
4,and,1.850000,1.990000,0,-1,-1
5,thank,1.990000,2.240000,0,-1,-1
6,you,2.240000,2.480000,0,-1,-1
7,keeping,2.600000,2.880000,0,-1,-1
8,your,2.880000,2.990000,0,-1,-1
9,voice,2.990000,3.290000,0,-1,-1
10,down,3.290000,3.540000,0,-1,-1
11,in,3.540000,3.640000,0,-1,-1
12,public,3.640000,4.090000,0,-1,-1
13,basics,4.380000,4.870000,1,-1,-1
14,we,4.870000,4.990000,1,-1,-1
15,often,4.990000,5.300000,1,-1,-1
16,take,5.300000,5.530000,1,-1,-1
17,for,5.530000,5.630000,1,-1,-1
18,granted,5.630000,6.140000,1,-1,-1
