start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.630000,0.790000,06_Eh,grenada,1.0,0,0,0
1.010000,1.100000,07_Aa,has,1.0,1,0,0
1.180000,1.320000,22_MBP,beautiful,1.0,2,0,0
1.400000,1.510000,11_Oo,beautiful,1.0,2,0,0
1.590000,1.670000,20_FV,beautiful,1.0,2,0,0
1.750000,1.850000,22_MBP,beaches,1.0,3,0,0
1.850000,1.970000,03_Ee,beaches,1.0,3,0,0
1.970000,2.070000,14_ChJjSh,beaches,1.0,3,0,0
2.460000,2.510000,07_Aa,and,1.0,4,0,0
2.700000,2.790000,22_MBP,spicy,1.0,5,0,0
2.790000,2.900000,05_Ay,spicy,1.0,5,0,0
3.020000,3.090000,03_Ee,spicy,1.0,5,0,0
3.180000,3.220000,12_Ww-Oo-,cuisine,1.0,6,0,0
3.360000,3.520000,03_Ee,cuisine,1.0,6,0,0
4.580000,4.720000,12_Ww-Oo-,want,1.0,7,1,1
4.720000,4.770000,07_Aa,want,1.0,7,1,1
4.830000,4.880000,07_Aa,a,1.0,8,1,1
5.010000,5.140000,07_Aa,sandwich,1.0,9,1,1
5.220000,5.250000,12_Ww-Oo-,sandwich,1.0,9,1,1
5.250000,5.350000,14_ChJjSh,sandwich,1.0,9,1,1
5.410000,5.450000,11_Oo,to,1.0,10,1,1
5.540000,5.630000,09_Oh,go,1.0,11,1,1
5.630000,5.720000,12_Ww-Oo-,with,1.0,12,1,1
5.720000,5.770000,03_Ee,with,1.0,12,1,1
5.870000,6.080000,07_Aa,that,1.0,13,1,1
