start,end,pose,word,confidence
0.250000,0.300000,07_Aa,la,1.0
0.540000,0.670000,09_Oh,soto,1.0
1.610000,1.720000,07_Aa,haven't,1.0
1.720000,1.780000,20_FV,haven't,1.0
1.950000,2.050000,06_Eh,heard,1.0
2.090000,2.140000,07_Aa,of,1.0
2.140000,2.180000,20_FV,of,1.0
2.180000,2.270000,03_Ee,it,1.0
2.910000,3.000000,22_MBP,maybe,1.0
3.000000,3.110000,06_Eh,maybe,1.0
3.170000,3.240000,03_Ee,maybe,1.0
3.240000,3.300000,07_Aa,a,1.0
3.440000,3.510000,22_MBP,small,1.0
3.510000,3.610000,09_Oh,small,1.0
3.760000,3.980000,07_Aa,town,1.0
4.020000,4.060000,09_Oh,or,1.0
4.120000,4.170000,07_Aa,a,1.0
4.170000,4.250000,22_MBP,band,1.0
4.250000,4.470000,07_Aa,band,1.0
5.150000,5.220000,12_Ww-Oo-,want,1.0
5.220000,5.280000,07_Aa,want,1.0
5.400000,5.430000,07_Aa,some,1.0
5.430000,5.480000,22_MBP,some,1.0
5.480000,5.610000,14_ChJjSh,chips,1.0
5.610000,5.710000,03_Ee,chips,1.0
5.710000,5.790000,22_MBP,chips,1.0
