start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.000000,0.150000,22_MBP,maybe,1.0,0,0,0
0.150000,0.310000,06_Eh,maybe,1.0,0,0,0
0.370000,0.450000,03_Ee,maybe,1.0,0,0,0
0.620000,0.770000,05_Ay,try,1.0,1,0,0
0.820000,0.880000,07_Aa,the,1.0,2,0,0
0.980000,1.070000,09_Oh,horse,1.0,3,0,0
1.320000,1.430000,05_Ay,riding,1.0,4,0,0
1.570000,1.620000,03_Ee,in,1.0,5,0,0
1.650000,1.820000,07_Aa,almaty,1.0,6,0,0
1.820000,1.890000,22_MBP,almaty,1.0,6,0,0
1.890000,1.920000,07_Aa,almaty,1.0,6,0,0
2.030000,2.160000,03_Ee,almaty,1.0,6,0,0
2.160000,2.300000,09_Oh,or,1.0,7,0,0
2.370000,2.450000,20_FV,visit,1.0,8,0,0
2.450000,2.510000,03_Ee,visit,1.0,8,0,0
2.740000,2.780000,07_Aa,the,1.0,9,0,0
2.780000,3.370000,06_Eh,kokshetau,1.0,10,0,0
3.410000,3.470000,22_MBP,observatory,1.0,11,0,0
3.550000,3.650000,06_Eh,observatory,1.0,11,0,0
3.650000,3.710000,20_FV,observatory,1.0,11,0,0
3.850000,3.930000,09_Oh,observatory,1.0,11,0,0
3.990000,4.160000,03_Ee,observatory,1.0,11,0,0
4.580000,4.690000,12_Ww-Oo-,want,1.0,12,1,1
4.690000,4.740000,07_Aa,want,1.0,12,1,1
4.800000,4.830000,07_Aa,a,1.0,13,1,1
5.033333,5.236667,07_Aa,sandwich,1.0,14,1,1
5.033333,5.236667,12_Ww-Oo-,sandwich,1.0,14,1,1
5.236667,5.440000,14_ChJjSh,sandwich,1.0,14,1,1
