word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,mercury,1,venus,",",",",soft_pause,0,none,0.070000,0.070000,0.070000,0.070000,0,0
1,venus,2,earth,",",",",soft_pause,0,none,0.120000,0.120000,0.120000,0.120000,0,0
2,earth,3,mars,",",",",soft_pause,0,none,0.050000,0.050000,0.050000,0.050000,0,0
3,mars,4,jupiter,",",",",soft_pause,0,none,0.060000,0.060000,0.060000,0.060000,0,0
4,jupiter,5,saturn,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,saturn,6,uranus,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,0,0
6,uranus,7,neptune,",",",",soft_pause,0,none,0.080000,0.080000,0.080000,0.080000,0,0
7,neptune,8,basic,.,.,region_break,1,hard_punctuation_with_lull,0.560000,0.560000,0.560000,0.560000,0,1
8,basic,9,solar,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,solar,10,system,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,system,11,tour,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
