start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.180000,0.310000,22_MBP,maybe,1.0,0,0,0
0.310000,0.410000,06_Eh,maybe,1.0,0,0,0
0.460000,0.490000,03_Ee,maybe,1.0,0,0,0
0.540000,0.590000,11_Oo,you,1.0,1,0,0
0.590000,0.640000,22_MBP,meant,1.0,2,0,0
0.640000,0.710000,06_Eh,meant,1.0,2,0,0
0.780000,0.820000,22_MBP,beijing,1.0,3,0,0
0.820000,0.950000,06_Eh,beijing,1.0,3,0,0
0.950000,1.020000,14_ChJjSh,beijing,1.0,3,0,0
1.020000,1.100000,03_Ee,beijing,1.0,3,0,0
1.300000,1.370000,03_Ee,it's,1.0,4,1,1
1.530000,1.650000,09_Oh,known,1.0,5,1,1
1.700000,1.740000,20_FV,for,1.0,6,1,1
1.740000,1.800000,09_Oh,for,1.0,6,1,1
1.840000,1.870000,07_Aa,the,1.0,7,1,1
2.010000,2.080000,06_Eh,great,1.0,8,1,1
2.140000,2.220000,12_Ww-Oo-,wall,1.0,9,1,1
2.220000,2.360000,09_Oh,wall,1.0,9,1,1
