start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.340000,0.460000,09_Oh,croatia,1.0,0,0,0
0.460000,0.580000,06_Eh,croatia,1.0,0,0,0
0.580000,0.700000,14_ChJjSh,croatia,1.0,0,0,0
0.870000,0.950000,07_Aa,has,1.0,1,0,0
1.190000,1.270000,07_Aa,stunning,1.0,2,0,0
1.580000,1.690000,09_Oh,coastlines,1.0,3,0,0
1.890000,2.080000,05_Ay,coastlines,1.0,3,0,0
2.230000,2.280000,07_Aa,and,1.0,4,0,0
2.600000,2.650000,09_Oh,historic,1.0,5,0,0
2.910000,3.000000,03_Ee,cities,1.0,6,0,0
